,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (BetaCarotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"돼지고기, 뒷다리, 구운것(팬)",육류,210,30.21,8.93,0,0,7,0.96,63,9,0,1.1,0.263,1.35,1139.46,65.53
"돼지고기, 뒷다리(도가니살), 생것",육류,129,21.29,4.23,0,0,5,0.64,46,2,0,0.582,0.029,1.07,699.81,28.13
"돼지고기, 뒷다리(뒷사태살), 생것",육류,134,20.51,5.11,0,0,5,1,48,4,0,0.461,0.105,1.48,813.08,34.23
"돼지고기, 뒷다리(보섭살), 생것",육류,137,21.13,5.14,0,0,5,0.73,45,2,0,0.571,0.111,1.06,885.97,36.68
"돼지고기, 뒷다리(볼기살), 생것",육류,132,20.79,4.81,0,0,5,0.61,51,2,0,0.972,0.012,0.94,751.92,30.19
"돼지고기, 뒷다리(설깃살), 생것",육류,138,20.9,5.39,0,0,4,0.52,49,2,0,0.6,0.103,1,812.4,32.92
"돼지고기, 뒷다리(홍두깨살), 생것",육류,135,20.03,5.44,0,0,4,0.87,43,5,0,0.58,0.066,1.48,756.67,29.37
"돼지고기, 등심, 생것",육류,135,24.03,3.6,0,0,4,0.38,39,1,0,0.273,0.179,0.52,432.74,22.15
"돼지고기, 등심, 삶은것",육류,203,35.08,5.94,0,0,7,0.63,28,0,0,0.565,0.36,0.71,553.16,29.82
"돼지고기, 등심, 구운것(팬)",육류,184,32.06,5.18,0,0,6,0.54,49,0,0,0.821,0.096,1.16,504.29,27.05
"돼지고기, 등심(등심덧살), 생것",육류,199,17.51,13.74,0,0,7,0.73,52,9,0,0.465,0.144,1.7,1927.05,83.2
"돼지고기, 등심(알등심살), 생것",육류,144,22.9,5.13,0,0,5,0.46,45,6,0,1.069,0.108,0.96,788.02,30.27
"돼지고기, 목심(목심살), 생것",육류,221,17.21,16.36,0,0,8,0.73,51,16,0,0.66,0.293,0,1896.15,118.3
"돼지고기, 목심(목심살), 삶은것",육류,276,25.43,18.56,0,0,10,1.15,42,0,0,0.571,0.319,0.53,2196.03,135.24
"돼지고기, 목심(목심살), 구운것(팬)",육류,258,24.06,17.23,0,0,7,1.06,65,3,0,0.65,0.374,0.9,2073.32,128.25
"돼지고기, 사태, 생것",육류,154,19.78,7.72,0,0,10,0.83,71,7,0,0.522,0.301,0.38,837.2,51.02
"돼지고기, 사태, 삶은것",육류,201,29.14,8.46,0,0,14,1.21,54,0,0,0.559,0.298,0.48,958.51,56.08
"돼지고기, 사태, 구운것(팬)",육류,209,28.47,9.74,0,0,8,1.2,99,4,0,0.715,0.391,0.89,1061.55,65.56
"돼지고기, 살코기, 생것",육류,186,19.78,11.25,0,0,6,0.65,49,7,0,0.662,0.092,1.12,1628.52,70.07
"돼지고기, 삼겹살(갈매기살), 생것",육류,186,17.92,12.16,0,0,6,1.58,56,9,0,0.566,0.234,1.95,2026.86,85.33
"돼지고기, 삼겹살(등갈비), 생것",육류,231,17.88,17.19,0,0,18,0.71,52,11,0,0.374,0.118,1.63,3095.46,139.68
"돼지고기, 삼겹살(삼겹살), 생것",육류,379,13.27,35.7,0,0,6,0.42,55,19,0,0.489,0.163,0.44,3489.15,314.41
"돼지고기, 삼겹살(삼겹살), 삶은것",육류,414,19.58,36.64,0,0,7,0.58,40,10,0,0.43,0.264,0.32,3637.56,323.98
"돼지고기, 삼겹살(삼겹살), 구운것(팬)",육류,469,22.78,41.2,0,0,14,0.68,80,37,0,0.727,0.578,0.62,4281.06,382.68
"돼지고기, 삼겹살(오돌삼겹), 생것",육류,316,17.12,26.89,0,0,24,0.68,102,14,0,0.346,0.13,1.52,3006.08,137.44
"돼지고기, 삼겹살(토시살), 생것",육류,140,20.46,5.82,0,0,7,1.82,59,3,0,0.674,0.472,0.09,1002.12,37.96
"돼지고기, 안심(안심살), 생것",육류,123,22.21,3.15,0,0,3,0.78,46,3,0,0.868,0.298,0.26,462.22,24.01
"돼지고기, 안심(안심살), 삶은것",육류,177,32.32,4.31,0,0,5,1.33,37,0,0,0.855,0.35,0.31,659.51,33.24
"돼지고기, 안심(안심살), 구운것(팬)",육류,172,30.23,4.76,0,0,5,1.03,57,0,0,1.098,0.376,0.63,702.39,34.43
"돼지고기, 앞다리(꾸리살), 생것",육류,134,18.84,5.91,0,0,5,0.92,48,4,0,0.634,0.076,1.47,920.44,38.28
"돼지고기, 앞다리(부채살), 생것",육류,151,20.09,7.18,0,0,7,0.83,54,6,0,0.427,0.179,1.64,991.09,41.29
"돼지고기, 앞다리(앞다리살), 생것",육류,159,20.56,7.92,0,0,5,0.69,50,4,0,0.522,0.109,1.08,1243.71,54.22
"돼지고기, 앞다리(앞사태살), 생것",육류,131,20.82,4.68,0,0,5,0.99,62,4,0,0.771,0.095,1.59,657.18,26.2
"돼지고기, 앞다리(주걱살), 생것",육류,143,20.49,6.13,0,0,4,0.68,41,5,0,0.591,0.178,1.27,985.08,39.57
"돼지고기, 앞다리(항정살), 생것",육류,298,17.98,24.52,0,0,4,0.39,50,10,0,0.247,0.081,1.29,2634.96,126.44
"돼지 부산물, 간, 생것",육류,125,18.7,3.9,2.6,0,16,18.2,75,0,0,0.25,2.59,13,0,0
"돼지 부산물, 간, 삶은것",육류,165,26.02,4.4,3.76,0,10,17.92,49,5405,0,0.258,2.196,23.6,0,0
"돼지 부산물, 대장, 생것",육류,219,8.7,20.2,0,0,20,1.2,21,0,0,0.07,0.05,0,0,0
"돼지 부산물, 대장, 삶은것",육류,179,11.7,13.8,0,0,15,1.6,21,8,0,0.03,0.07,0,950,69
"돼지 부산물, 맹장, 생것",육류,358,10.8,34.6,0,0,16,0.2,54,0,0,0,0,0,0,0
"돼지 부산물, 머리고기, 생것",육류,272,20.6,20.3,0.2,0,14,0.4,448,0,0,0.09,0.11,0,0,0
"돼지 부산물, 비장, 생것",육류,86,18,1,0,0,7,22.4,92,0,0,0.1,0.09,0,0,0
"돼지 부산물, 소장(곱창), 생것",육류,71,11.9,2.2,0,0,18,2.3,54,0,0,0.07,0.1,0,0,0
"돼지 부산물, 소장(곱창), 삶은것",육류,171,14,11.9,0,0,21,1.4,13,15,0,0.01,0.03,0,670,43
"돼지 부산물, 신장, 생것",육류,109,16.7,3.7,1.2,0,76,4.5,114,0,0,2.4,1.01,0,0,0
"돼지 부산물, 신장, 삶은것",육류,151,25.4,4.7,0,0,13,5.29,80,78,0,0.396,1.586,10.6,0,0
"돼지 부산물, 심장, 생것",육류,113,18,4,0,0,6,3.5,133,0,0,0.16,0.42,0,0,0
"돼지 부산물, 심장, 삶은것",육류,148,23.6,5.05,0.4,0,7,5.83,35,7,0,0.555,1.702,2,0,0
"돼지 부산물, 위, 생것",육류,111,17.3,4.1,0,0,12,1.2,121,0,0,0.12,0.17,0,0,0
"돼지 부산물, 자궁, 생것",육류,73,15.4,0.8,0,0,12,0.3,195,0,0,0.05,0.04,0,0,0
"돼지 부산물, 족발, 생것",육류,212,23.16,12.59,0,0,70,0.58,132,0,0,0.026,0.106,0,0,43
"돼지 부산물, 족발, 삶은것",육류,238,21.94,16.05,0,0,0,0.98,73,0,0,0.016,0.057,0,0,64
"돼지 부산물, 족발, 조미, 삶은것",육류,220,28.91,11.65,0,0,13,0.92,332,10,0,0.475,0.189,0,809.25,64.54
"돼지 부산물, 직장, 생것",육류,332,9.9,32.1,0,0,12,0.1,73,0,0,0,0,0,0,0
"돼지 부산물, 췌장, 생것",육류,152,20.7,7.1,0,0,22,3.8,85,0,0,0.11,0.22,0,0,0
"돼지 부산물, 허파, 생것",육류,85,14.08,2.72,0,0,7,18.9,153,0,0,0.085,0.43,12.3,0,0
"돼지 부산물, 허파, 삶은것",육류,99,16.6,3.1,0,0,8,16.41,81,0,0,0.079,0.322,7.9,0,0
"소시지, 말린것",육류,497,25.4,43,2.1,0,14,2.5,1400,5,0,0.19,0.31,10,3600,460
"소시지, 리용소시지",육류,192,14.9,13.1,3.7,0,13,1,910,4,0,0.33,0.14,43,1500,110
"소시지, 볼로냐소시지",육류,251,12.5,21,2.9,0,9,1,830,5,0,0.2,0.13,10,2000,150
"소시지, 위너(비엔나)소시지",육류,254,15.27,16.91,9.35,0,30,0.74,732,1,0,0.292,0.12,34.1,2562.49,181.22
"소시지, 이탈리안소시지",육류,346,14.25,31.33,0.65,0,18,1.18,731,0,0,0.568,0.168,2,0,0
"소시지, 프랑크푸르트소시지",육류,244,14.41,17.7,5.9,0.1,9,0.47,795,5,0,0.375,0.153,45.28,3053.23,155.43
"햄, 등심햄",육류,126,20.66,3.34,1.97,0,8,0.36,759,1,0,0.493,0.12,28.09,375.17,18.21
"햄, 런천미트햄",육류,201,15.43,11.53,7.92,0,7,0.69,778,5,0,0.079,0.132,22.89,1992.94,100.99
"햄, 로스햄",육류,128,16,4.2,5.6,0,6,0.9,1000,0,0,0.1,0.21,47,0,0
"햄, 본레스햄, 구운것",육류,145,20.93,5.53,1.5,0,8,1.48,1203,0,0,0.754,0.202,0,0,0
"햄, 본인햄",육류,219,16.7,16.6,0.8,0,6,0.7,970,4,0,0.24,0.24,39,1400,70
"햄, 슬라이스햄",육류,163,16.6,8.6,3.83,1.3,24,1.02,1143,0,0,0.626,0.178,4,0,0
"햄, 어깨살햄",육류,231,16.1,18.2,0.6,0,7,1,640,4,0,0.7,0.35,55,1800,92
"포크커틀릿, 냉동",육류,286,9.4,18.2,21,0,23,1.2,345,5,0,0.05,0.05,0,0,0
"포크커틀릿, 냉동, 튀긴것",육류,367,16.6,23.7,21.2,0,15,0.3,166,9,0,1.42,0.11,0,0,0
"돼지불고기, 생것",육류,132,14.1,6.9,2.4,0,16,1,330,2,31,0.33,0.15,3,0,0
베이컨,육류,245,15.27,17.12,6.44,0,4,0.39,654,1,0,0.223,0.105,59.77,1846.1,122.92
"베이컨, 구운것",육류,548,35.73,43.27,1.35,0,10,1.49,2193,11,0,0.348,0.251,0,4088,210
순대,육류,116,1.4,5.8,15,0,31,3.6,463,0,0,0.09,0.13,0,0,0
"순대, 찐것",육류,180,6.5,8.5,19.5,4.2,35,7.1,340,1,102,0.57,0.17,0,0,0
"메추리고기, 생것",육류,208,20.5,12.9,0.1,0,15,2.9,35,45,0,0.12,0.5,0,4200,190
"멧돼지고기, 생것",육류,268,18.8,19.8,0.5,0,4,2.5,45,4,0,0.24,0.29,1,2300,47
"멧돼지고기, 앞다리, 생것",육류,188,21.5,10.7,0,0,11,2.1,55,2,0,0.39,0.18,0,0,0
"소고기, 미국산, 갈비, 구운것(오븐)",육류,400,22.57,33.7,0,0,11,2.17,65,0,0,0.07,0.18,0,0,0
"소고기, 미국산, 목심(목심살), 생것",육류,265,16.98,21.31,0,0,10,2.01,67,0,0,0.09,0.17,0,0,0
"소고기, 미국산, 목심(목심살), 삶은것",육류,359,26.37,27.26,0,0,13,3.08,64,0,0,0.07,0.24,0,0,0
"소고기, 미국산, 사태, 끓인것",육류,201,33.68,6.36,0,0,32,3.86,64,0,0,0.14,0.21,0,0,0
"소고기, 미국산, 설도, 구운것(석쇠)",육류,164,28.45,4.67,0,0,6,2.35,38,0,0,0.068,0.154,0,0,0
"소고기, 미국산, 안심(안심살), 구운것",육류,267,26.46,17.12,0,0,19,1.69,54,0,0,0.072,0.128,0,0,0
"소고기, 한우, 갈비, 생것",육류,298,16.5,24.4,1.9,0,9,3,127,0,0,0.03,0.27,0,0,0
"소고기, 한우, 등심, 생것",육류,304,15.61,26.3,0,0,11,2.24,56,26,0,0.019,0.345,0.8,478.23,25.73
"소고기, 한우, 등심, 삶은것",육류,348,25.2,26.63,0,0,7,3,33,4,0,0.009,0.057,0.9,495.16,24.16
"소고기, 한우, 등심, 구운것(팬)",육류,387,18.9,33.99,0,0,8,2.92,59,9,0,0.019,0.338,0.97,583.48,31.09
"소고기, 한우, 양지, 생것",육류,247,18.58,18.59,0,0,5,1.92,55,12,0,0.009,0.245,0.93,278.74,15.16
"소고기, 한우, 양지, 삶은것",육류,268,33.09,14.05,0,0,8,2.47,38,44,0,0.005,0.036,0,298.23,0
"소고기, 한우, 양지, 구운것(팬)",육류,302,25.6,21.32,0,0,7,2.4,74,12,0,0.019,0.318,0.75,323.53,20.38
"소고기, 한우, 채끝(채끝살), 생것",육류,124,17.1,5.6,0.2,0,11,2.2,63,7,0,0.07,0.19,0,0,0
"소고기, 한우(1++등급), 등심, 생것",육류,278,16.9,22.8,0,0,51,0,43,12,0,0.14,0.29,0,0,0
"소고기, 한우(1++등급), 목심(목심살), 생것",육류,218,18.8,15.3,0,0,71,0,60,5,0,0.07,0.16,0,0,0
"소고기, 한우(1++등급), 설도(보섭살), 생것",육류,204,19.7,13.3,0,0,57,0,82,6,0,0.17,0.44,0,0,0
"소고기, 한우(1++등급), 설도(설깃살), 생것",육류,196,19.5,12.5,0,0,50,0,80,8,0,0.06,0.28,0,0,0
"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",육류,167,19.5,9.3,0,0,69,0,70,3,0,0.16,0.46,0,0,0
"소고기, 한우(1++등급), 우둔(우둔살), 생것",육류,171,20.6,9.2,0,0,48,0,48,6,0,0.05,0.36,0,0,0
"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",육류,161,21.2,7.8,0,0,65,0,62,8,0,0.11,0.31,0,0,0
"소고기, 한우(1++등급), 양지(양지머리), 생것",육류,198,19.1,12.9,0,0,55,0,104,5,0,0.06,0.22,0,0,0
"소고기, 한우(1++등급), 양지(업진살), 생것",육류,253,17.8,19.6,0,0,56,0,101,10,0,0.15,0.25,0,0,0
"소고기, 한우(1++등급), 채끝(채끝살), 생것",육류,265,17.8,21,0,0,48,0,48,11,0,0.09,0.46,0,0,0
"소고기, 한우(3등급), 등심, 생것",육류,117,21.3,2.9,0,0,0,0,49,10,0,0.14,0.29,0,0,0
"소고기, 한우(3등급), 목심(목심살), 생것",육류,102,21.4,1.2,0,0,0,0,69,4,0,0.1,0.23,0,0,0
"소고기, 한우(3등급), 설도(보섭살), 생것",육류,108,22.2,1.5,0,0,0,0,104,1,0,0.07,0.31,0,0,0
"소고기, 한우(3등급), 설도(설깃살), 생것",육류,104,22.2,1,0,0,0,0,83,9,0,0.1,0.25,0,0,0
"소고기, 한우(3등급), 앞다리(꾸리살), 생것",육류,103,21.5,1.2,0,0,0,0,77,10,0,0.09,0.3,0,0,0
"소고기, 한우(3등급), 우둔(우둔살), 생것",육류,107,22.8,1.1,0,0,0,0,58,2,0,0.1,0.25,0,0,0
"소고기, 한우(3등급), 우둔(홍두깨살), 생것",육류,105,22.5,1,0,0,0,0,61,1,0,0.12,0.2,0,0,0
"소고기, 한우(3등급), 양지(양지머리), 생것",육류,105,21.4,1.5,0,0,0,0,125,11,0,0.07,0.21,0,0,0
"소고기, 한우(3등급), 양지(업진살), 생것",육류,112,21.7,2.1,0,0,0,0,86,14,0,0.07,0.23,0,0,0
"소고기, 한우(3등급), 채끝(채끝살), 생것",육류,114,22.4,2,0,0,0,0,62,3,0,0.08,0.27,0,0,0
"소고기, 한우(1등급), 갈비(꽃갈비), 생것",육류,383,15.35,35.25,0,0,7,1.74,47,9,0,0.066,0.134,0.57,536.43,24.2
"소고기, 한우(1등급), 갈비(본갈비), 생것",육류,303,16.94,25.61,0,0,6,2.12,48,7,0,0.103,0.129,0.34,515.37,21.67
"소고기, 한우(1등급), 갈비(안창살), 생것",육류,284,15.46,24.16,0,0,8,3.22,44,6,0,0.078,0.294,0.71,500.36,19.26
"소고기, 한우(1등급), 갈비(제비추리), 생것",육류,175,21.95,9.06,0,0,6,3.11,49,3,0,0.076,0.193,0.18,210.88,6.93
"소고기, 한우(1등급), 갈비(참갈비), 생것",육류,390,15.89,35.76,0,0,4,1.59,46,11,0,0.042,0.111,0.25,628.68,33.37
"소고기, 한우(1등급), 갈비(토시살), 생것",육류,264,19.63,20.02,0,0,3,3.21,46,4,0,0.06,0.348,0.25,472.58,16.29
"소고기, 한우(1등급), 등심(꽃등심살), 생것",육류,326,17.76,27.73,0,0,5,2.09,42,10,0,0.082,0.138,0.92,491.21,22.5
"소고기, 한우(1등급), 등심(살치살), 생것",육류,309,16.68,26.39,0,0,3,2.54,47,10,0,0.058,0.162,0.98,495.56,20.12
"소고기, 한우(1등급), 등심(아래등심살), 생것",육류,256,17.79,19.96,0,0,5,2.21,44,8,0,0.043,0.117,0.44,321.98,13.77
"소고기, 한우(1등급), 등심(윗등심살), 생것",육류,301,20.05,23.89,0,0,6,2.23,51,8,0,0.055,0.137,0.49,480.9,20.87
"소고기, 한우(1등급), 목심(목심살), 생것",육류,189,21.6,10.69,0,0,9,2.63,61,4,0,0.06,0.15,0.16,265.69,9.61
"소고기, 한우(1등급), 사태(뒷사태), 생것",육류,151,22.93,5.85,0,0,5,2.81,67,2,0,0.048,0.176,0.48,179.35,5.12
"소고기, 한우(1등급), 사태(뭉치사태), 생것",육류,146,24.04,4.86,0,0,5,2.84,57,1,0,0.06,0.187,0.7,162.37,4.47
"소고기, 한우(1등급), 사태(상박살), 생것",육류,165,21.38,8.17,0,0,4,2.56,59,3,0,0.076,0.189,0.94,253.09,7.66
"소고기, 한우(1등급), 사태(아롱사태), 생것",육류,256,21.47,18.27,0,0,5,2.23,66,4,0,0.067,0.179,0.22,386.24,14.31
"소고기, 한우(1등급), 사태(앞사태), 생것",육류,146,23.1,5.24,0,0,7,2.68,66,2,0,0.078,0.196,0.67,164.17,4.3
"소고기, 한우(1등급), 살코기, 생것",육류,207,18.62,14.09,0,0,5,2.23,49,5,0,3.925,0.149,0.48,300.15,12.43
"소고기, 한우(1등급), 설도(도가니살), 생것",육류,160,20.37,8.14,0,0,5,2.66,52,3,0,0.052,0.17,0.29,252.61,7.69
"소고기, 한우(1등급), 설도(보섭살), 생것",육류,161,21.75,7.57,0,0,5,2.99,49,2,0,0.057,0.139,0.51,226.01,7.37
"소고기, 한우(1등급), 설도(삼각살), 생것",육류,221,21.01,14.52,0,0,5,2.52,49,4,0,0.072,0.133,0.41,310.99,11.94
"소고기, 한우(1등급), 설도(설깃머리살), 생것",육류,193,20.21,11.84,0,0,5,3.21,50,3,0,0.077,0.235,0.78,282.46,9.02
"소고기, 한우(1등급), 설도(설깃살), 생것",육류,200,21.09,12.22,0,0,5,2.43,51,3,0,0.072,0.176,0.4,285.16,10.47
"소고기, 한우(1등급), 안심(안심살), 생것",육류,200,19.17,13.14,0,0,5,2.78,45,5,0,0.07,0.215,0.38,316.15,11.86
"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",육류,184,20.39,10.73,0,0,5,2.46,51,5,0,0.059,0.162,0.38,245.09,8.53
"소고기, 한우(1등급), 앞다리(꾸리살), 생것",육류,155,20.61,7.43,0,0,6,2.98,58,2,0,0.093,0.189,1.07,251.57,7.8
"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",육류,149,21.39,6.34,0,0,6,2.7,68,2,0,0.059,0.199,1.1,210.64,6.46
"소고기, 한우(1등급), 앞다리(부채살), 생것",육류,261,20.7,19.14,0,0,5,2.44,58,5,0,0.052,0.173,0.63,408.9,16.05
"소고기, 한우(1등급), 앞다리(앞다리살), 생것",육류,177,21.53,9.38,0,0,5,2.8,54,3,0,0.074,0.215,0.91,264.44,8.87
"소고기, 한우(1등급), 양지(앞치마살), 생것",육류,284,18.69,22.65,0,0,4,2.14,47,10,0,0.053,0.156,0.33,348.91,14.67
"소고기, 한우(1등급), 양지(양지머리), 생것",육류,185,21.16,10.49,0,0,5,2.52,57,3,0,0.055,0.173,0.63,240.51,8.32
"소고기, 한우(1등급), 양지(업진살), 생것",육류,251,21.15,17.87,0,0,5,2.04,55,6,0,0.034,0.133,0.41,357.1,14.12
"소고기, 한우(1등급), 양지(업진안살), 생것",육류,221,17.76,16.07,0,0,5,2.6,47,8,0,0.051,0.151,0.2,318.81,13.26
"소고기, 한우(1등급), 양지(차돌박이), 생것",육류,394,16.45,35.94,0,0,7,1.43,66,9,0,0.043,0.113,0.58,613.19,25.25
"소고기, 한우(1등급), 양지(치마살), 생것",육류,217,21.8,13.75,0,0,4,2.69,46,6,0,0.055,0.196,0.33,374.36,13.51
"소고기, 한우(1등급), 양지(치마양지), 생것",육류,179,22.27,9.34,0,0,5,1.87,65,3,0,0.041,0.133,0.82,208.1,7.04
"소고기, 한우(1등급), 우둔(우둔살), 생것",육류,164,23.08,7.29,0,0,5,2.67,51,3,0,0.094,0.172,0.22,188.38,5.92
"소고기, 한우(1등급), 우둔(홍두깨살), 생것",육류,145,22.66,5.38,0,0,5,2.21,46,2,0,0.091,0.18,0.54,165.49,4.87
"소고기, 한우(1등급), 채끝(채끝살), 생것",육류,218,17.59,15.79,0,0,4,2.32,47,5,0,0.042,0.132,0.97,385.78,34.3
"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",육류,391,14.7,36.43,0,0,4,1.76,40,15,0,0.067,0.114,0.87,816.28,43.74
"소고기, 한우(1+등급), 갈비(본갈비), 생것",육류,375,14.69,34.65,0,0,4,2.03,42,15,0,0.053,0.145,1.05,838.81,43.87
"소고기, 한우(1+등급), 갈비(안창살), 생것",육류,310,15.25,27.19,0,0,3,3.25,42,11,0,0.05,0.307,0.88,611.62,28.94
"소고기, 한우(1+등급), 갈비(제비추리), 생것",육류,184,21.13,10.45,0,0,4,2.8,39,3,0,0.052,0.189,0.96,354.3,15.64
"소고기, 한우(1+등급), 갈비(참갈비), 생것",육류,361,14.82,32.98,0,0,3,1.79,38,15,0,0.066,0.123,0.92,685.99,32.84
"소고기, 한우(1+등급), 갈비(토시살), 생것",육류,261,15.69,21.52,0,0,3,3.38,42,12,0,0.05,0.347,1.36,772.54,37.27
"소고기, 한우(1+등급), 등심(꽃등심살), 생것",육류,332,17.1,28.72,0,0,3,2.13,38,14,0,0.042,0.134,0.87,588.05,31.13
"소고기, 한우(1+등급), 등심(살치살), 생것",육류,390,13.27,36.91,0,0,3,2.15,38,18,0,0.043,0.162,0.81,728.16,37.73
"소고기, 한우(1+등급), 등심(아래등심살), 생것",육류,288,18.23,23.34,0,0,3,1.95,34,14,0,0.042,0.117,0.88,738.23,97.35
"소고기, 한우(1+등급), 등심(윗등심살), 생것",육류,329,16.98,28.45,0,0,4,2.38,41,12,0,0.043,0.15,1.07,666.11,34.72
"소고기, 한우(1+등급), 목심(목심살), 생것",육류,222,20.83,14.75,0,0,4,2.56,46,6,0,0.042,0.156,0.84,364.24,16.84
"소고기, 한우(1+등급), 사태(뒷사태), 생것",육류,151,20.57,7.01,0,0,3,2.82,56,4,0,0.056,0.202,1.42,218.99,7.87
"소고기, 한우(1+등급), 사태(뭉치사태), 생것",육류,137,21.89,4.85,0,0,3,2.89,48,3,0,0.06,0.182,0.91,366.63,15.12
"소고기, 한우(1+등급), 사태(상박살), 생것",육류,207,20.12,13.38,0,0,3,2.73,53,6,0,0.05,0.2,0.93,506.49,21.93
"소고기, 한우(1+등급), 사태(아롱사태), 생것",육류,236,20.6,16.38,0,0,4,2.56,62,5,0,0.048,0.169,0.93,451.37,19.92
"소고기, 한우(1+등급), 사태(앞사태), 생것",육류,152,22.05,6.41,0,0,3,2.63,57,3,0,0.054,0.194,1.52,234.23,8.57
"소고기, 한우(1+등급), 살코기, 생것",육류,223,17.06,16.97,0,0,3,2.12,40,8,0,0.046,0.146,0.9,408.56,20.93
"소고기, 한우(1+등급), 설도(도가니살), 생것",육류,168,20.02,9.18,0,0,3,2.86,46,5,0,0.049,0.214,1.07,339.26,14.27
"소고기, 한우(1+등급), 설도(보섭살), 생것",육류,176,21.82,9.21,0,0,3,2.87,42,4,0,0.05,0.208,0.9,300.93,12.47
"소고기, 한우(1+등급), 설도(삼각살), 생것",육류,207,19.38,13.74,0,0,3,2.02,44,9,0,0.058,0.136,0.86,551.34,27.4
"소고기, 한우(1+등급), 설도(설깃머리살), 생것",육류,207,19.2,13.81,0,0,3,2.75,42,8,0,0.082,0.223,0.91,400.23,17.74
"소고기, 한우(1+등급), 설도(설깃살), 생것",육류,188,21.5,10.69,0,0,3,2.52,44,6,0,0.07,0.174,1.11,353.26,14.82
"소고기, 한우(1+등급), 안심(안심살), 생것",육류,206,20.69,13.03,0,0,2,2.63,37,7,0,0.05,0.231,0.84,553.62,27.71
"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",육류,210,18.61,14.51,0,0,3,2,35,9,0,0.042,0.167,1.03,351.37,15.5
"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",육류,185,19.04,11.51,0,0,3,2.65,49,4,0,0.06,0.213,1.16,446.66,19.52
"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",육류,159,20.7,7.85,0,0,3,2.58,57,4,0,0.062,0.194,1.18,252.62,9.82
"소고기, 한우(1+등급), 앞다리(부채살), 생것",육류,244,17.42,18.84,0,0,2,2.48,49,8,0,0.042,0.21,1.09,509.21,23.89
"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",육류,185,20.74,10.71,0,0,3,3,44,5,0,0.049,0.222,0.87,330.46,13.16
"소고기, 한우(1+등급), 양지(앞치마살), 생것",육류,289,17.38,23.81,0,0,2,2.31,40,13,0,0.044,0.124,1.21,482.88,23.39
"소고기, 한우(1+등급), 양지(양지머리), 생것",육류,194,19.77,12.11,0,0,3,2.4,52,6,0,0.046,0.156,0.73,328.02,14.07
"소고기, 한우(1+등급), 양지(업진살), 생것",육류,325,15.09,28.85,0,0,4,1.61,40,14,0,0.052,0.119,0.9,374.87,15.95
"소고기, 한우(1+등급), 양지(업진안살), 생것",육류,297,18.09,24.35,0,0,5,2.44,45,9,0,0.06,0.13,0.98,474.4,23.44
"소고기, 한우(1+등급), 양지(차돌박이), 생것",육류,467,11.16,46.45,0,0,5,1.2,60,16,0,0.054,0.076,0.76,734.79,35.21
"소고기, 한우(1+등급), 양지(치마살), 생것",육류,235,17.64,17.69,0,0,3,2.46,44,9,0,0.066,0.176,1.14,473.54,22.53
"소고기, 한우(1+등급), 양지(치마양지), 생것",육류,212,20.81,13.71,0,0,3,1.71,51,9,0,0.043,0.125,0.87,392.07,18.06
"소고기, 한우(1+등급), 우둔(우둔살), 생것",육류,163,22.68,7.33,0,0,2,2.64,41,5,0,0.043,0.172,0.99,276.85,11.51
"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",육류,158,21.61,7.31,0,0,3,1.99,41,6,0,0.06,0.151,0.99,223.44,8.3
"소고기, 한우(1+등급), 채끝(채끝살), 생것",육류,305,17.92,25.29,0,0,4,1.92,34,13,0,0.043,0.118,0.85,499.51,24.45
"소 부산물, 간, 생것",육류,131,19,4.6,2.2,0,6,8,65,9455,99,0.27,2.23,20,0,0
"소 부산물, 골, 생것",육류,120,9.3,8.2,1.7,0,14,2.8,154,91,0,0.15,0.15,10,0,0
"소 부산물, 꼬리, 생것",육류,246,17.4,19,0,0,22,1.5,42,6,0,0.07,0.12,0,0,0
"소 부산물, 선지(피), 생것",육류,52,10.1,0,2.2,0,8,23.7,598,0,0,0.04,0.01,0,0,0
"소 부산물, 소장(곱창), 생것",육류,141,9,11.3,0.1,0,12,2.1,45,15,0,0.05,0.11,0,0,0
"소 부산물, 신장, 생것",육류,90,15.6,1.7,2.2,0,22,6.4,122,48,0,0.44,1.6,11,0,0
"소 부산물, 심장, 생것",육류,105,15.8,4.2,0,0,5,4.5,70,45,0,0.38,0.3,0,0,0
"소 부산물, 양(위), 생것",육류,61,9.9,2,0.1,0,14,3,33,2,0,0.05,0.16,0,0,0
"소 부산물, 천엽, 생것",육류,51,10.3,0.7,0.1,0,16,3.5,28,24,0,0.05,0.25,0,0,0
"소 부산물, 허파, 생것",육류,82,15.8,0.9,1.6,0,0,6.6,54,14,0,0.05,0.11,0,0,0
